, True
To take is not to give., True
, True
GLOUCESTER, True
, True
Look, how this ring encompasseth finger., True
Even so thy breast encloseth my poor heart;, True
Wear both of them, for both of them are thine., True
And if thy poor devoted suppliant may, True
But beg one favour at thy gracious hand,, True
Thou dost confirm his happiness for ever., True
, True
LADY ANNE, True
, True
What is it?, True
, True
GLOUCESTER, True
, True
That it would please thee leave these sad designs, True
To him that hath more cause to be a mourner,, True
And presently repair to Crosby Place;, True
Where, after I have solemnly interr'd, True
At Chertsey monastery this noble king,, True
And wet his grave with my repentant tears,, True
I will with all expedient duty see you:, True
For divers unknown reasons. I beseech you,, True
Grant me this boon., True
, True
LADY ANNE, True
, True
With all my heart; and much it joys me too,, True
To see you are become so penitent., True
Tressel and Berkeley, go along with me., True
, True
GLOUCESTER, True
, True
Bid me farewell., True
, True
LADY ANNE, True
, True
'Tis more than you deserve;, True
But since you teach me how to flatter you,, True
Imagine I have said farewell already., True
, True
Exeunt LADY ANNE, TRESSEL, and BERKELEY, True
, True
GLOUCESTER, True
, True
Sirs, take up the corse., True
, True
GENTLEMEN, True
, True
Towards Chertsey, noble lord?, True
, True
GLOUCESTER, True
, True
No, to White-Friars; there attend my coining., True
, True
Exeunt all but GLOUCESTER, True
Was ever woman in this humour woo'd?, True
Was ever woman in this humour won?, True
I'll have her; but I will not keep her long., True
What! I, that kill'd her husband and his father,, True
To take her in her heart's extremest hate,, True
With curses in her mouth, tears in her eyes,, True
The bleeding witness of her hatred by;, True
Having God, her conscience, and these bars, True
against me,, True
And I nothing to back my suit at all,, True
But the plain devil and dissembling looks,, True
And yet to win her, all the world to nothing!, True
Ha!, True
Hath she forgot already that brave prince,, True
Edward, her lord, whom I, some three months since,, True
Stabb'd in my angry mood at Tewksbury?, True
A sweeter and a lovelier gentleman,, True
Framed in the prodigality of nature,, True
Young, valiant, wise, and, no doubt, right royal,, True
The spacious world cannot again afford, True
And will she yet debase her eyes on me,, True
That cropp'd the golden prime of this sweet prince,, True
And made her widow to a woful bed?, True
On me, whose all not equals Edward's moiety?, True
On me, that halt and am unshapen thus?, True
My dukedom to a beggarly denier,, True
I do mistake my person all this while:, True
Upon my life, she finds, although I cannot,, True
Myself to be a marvellous proper man., True
I'll be at charges for a looking-glass,, True
And entertain some score or two of tailors,, True
To study fashions to adorn my body:, True
Since I am crept in favour with myself,, True
Will maintain it with some little cost., True
But first I'll turn yon fellow in his grave;, True
And then return lamenting to my love., True
Shine out, fair sun, till I have bought a glass,, True
That I may see my shadow as I pass., True
, True
Exit, True
, True
SCENE III. The palace., True
, True
Enter QUEEN ELIZABETH, RIVERS, and GREY, True
, True
RIVERS, True
, True
Have patience, madam: there's no doubt his majesty, True
Will soon recover his accustom'd health., True
, True
GREY, True
, True
In that you brook it in, it makes him worse:, True
Therefore, for God's sake, entertain good comfort,, True
And cheer his grace with quick and merry words., True
, True
QUEEN ELIZABETH, True
, True
If he were dead, what would betide of me?, True
, True
RIVERS, True
, True
No other harm but loss of such a lord., True
, True
QUEEN ELIZABETH, True
, True
The loss of such a lord includes all harm., True
, True
GREY, True
, True
The heavens have bless'd you with a goodly son,, True
To be your comforter when he is gone., True
, True
QUEEN ELIZABETH, True
, True
Oh, he is young and his minority, True
Is put unto the trust of Richard Gloucester,, True
A man that loves not me, nor none of you., True
, True
RIVERS, True
, True
Is it concluded that he shall be protector?, True
, True
QUEEN ELIZABETH, True
, True
It is determined, not concluded yet:, True
But so it must be, if the king miscarry., True
, True
Enter BUCKINGHAM and DERBY, True
, True
GREY, True
, True
Here come the lords of Buckingham and Derby., True
, True
BUCKINGHAM, True
, True
Good time of day unto your royal grace!, True
, True
DERBY, True
, True
God make your majesty joyful as you have been!, True
, True
QUEEN ELIZABETH, True
, True
The Countess Richmond, good my Lord of Derby., True
To your good prayers will scarcely say amen., True
Yet, Derby, notwithstanding she's your wife,, True
And loves not me, be you, good lord, assured, True
I hate not you for her proud arrogance., True
, True
DERBY, True
, True
I do beseech you, either not believe, True
The envious slanders of her false accusers;, True
Or, if she be accused in true report,, True
Bear with her weakness, which, I think proceeds, True
From wayward sickness, and no grounded malice., True
, True
RIVERS, True
, True
Saw you the king to-day, my Lord of Derby?, True
, True
DERBY, True
, True
But now the Duke of Buckingham and I, True
Are come from visiting his majesty., True
, True
QUEEN ELIZABETH, True
, True
What likelihood of his amendment, lords?, True
, True
BUCKINGHAM, True
, True
Madam, good hope; his grace speaks cheerfully., True
, True
QUEEN ELIZABETH, True
, True
God grant him health! Did you confer with him?, True
, True
BUCKINGHAM, True
, True
Madam, we did: he desires to make atonement, True
Betwixt the Duke of Gloucester and your brothers,, True
And betwixt them and my lord chamberlain;, True
And sent to warn them to his royal presence., True
, True
QUEEN ELIZABETH, True
, True
Would all were well! but that will never be, True
I fear our happiness is at the highest., True
, True
Enter GLOUCESTER, HASTINGS, and DORSET, True
, True
GLOUCESTER, True
, True
They do me wrong, and I will not endure it:, True
Who are they that complain unto the king,, True
That I, forsooth, am stern, and love them not?, True
By holy Paul, they love his grace but lightly, True
That fill his ears with such dissentious rumours., True
Because I cannot flatter and speak fair,, True
Smile in men's faces, smooth, deceive and cog,, True
Duck with French nods and apish courtesy,, True
I must be held a rancorous enemy., True
Cannot a plain man live and think no harm,, True
But thus his simple truth must be abused, True
By silken, sly, insinuating Jacks?, True
, True
RIVERS, True
, True
To whom in all this presence speaks your grace?, True
, True
GLOUCESTER, True
, True
To thee, that hast nor honesty nor grace., True
When have I injured thee? when done thee wrong?, True
Or thee? or thee? or any of your faction?, True
A plague upon you all! His royal person,--, True
Whom God preserve better than you would wish!--, True
Cannot be quiet scarce a breathing-while,, True
But you must trouble him with lewd complaints., True
, True
QUEEN ELIZABETH, True
, True
Brother of Gloucester, you mistake the matter., True
The king, of his own royal disposition,, True
And not provoked by any suitor else;, True
Aiming, belike, at your interior hatred,, True
Which in your outward actions shows itself, True
Against my kindred, brothers, and myself,, True
Makes him to send; that thereby he may gather, True
The ground of your ill-will, and so remove it., True
, True
GLOUCESTER, True
, True
I cannot tell: the world is grown so bad,, True
That wrens make prey where eagles dare not perch:, True
Since every Jack became a gentleman, True
There's many a gentle person made a Jack., True
, True
QUEEN ELIZABETH, True
, True
Come, come, we know your meaning, brother, True
Gloucester;, True
You envy my advancement and my friends':, True
God grant we never may have need of you!, True
, True
GLOUCESTER, True
, True
Meantime, God grants that we have need of you:, True
Your brother is imprison'd by your means,, True
